1,Mokada yako sinhalen liyanne israilaye inna eun sinhala dannwadha anunge ledawal asse atha dannathiwa wadak naththam kuburakwath kotapiyau,negative
2,Wena ratawala prasna eun bera gani ape rate minissu beraganna balanna vesel vetharane balti nane dan jvp,negative
3,Ambulance buyyek ehema dakke nadda?,negative
4,Oya anunta kade yana unwa koheta hari yawanna bada boru kiyanawata hodak sedda wanna epa,negative
5,muta kawuda acharya pattama dunne,negative
6,Oya 5 nhe ne. pls Conta wela inna,negative
7,Ubalath ehema ne giya aanduwen monawa hari wadak patan gatthama ohoma ne ahuwe..,negative
8,me kiyana widihata highway eka hadala thiyenne deshapaluwone..minissunge badu salli walin newei wage,negative
9,devi mathiniya obatumiya ratnapure maruna korona marana 5ta mokada une?,negative
10,Kalakanni. un Hariyata gewal asseth mask dagena innawa wage kathawa. pa#Â£@#,negative
11,Munge puduma loku kamak thiyenne.. me welawe kochchara minissu duk widinawada covid nisa .. parawal hadana eka hodai eth me welawe karanna oni owa nemeine. Owage yanna minissu ithuru wenna epai..,negative
12,Thooo chiinetaa pukakaa dilaa magee rata kanna heduvoth mama thage sanvareetama sapakaranava ayee thopita manushya athmayak nethivenna denaganin china nemee americs ho indiya..can not tuch my cournty,negative
13,Rilaw ge athata mal maalayak dunna wage me pavithra peni mutti bhaandage athata sawkya amaanthyawa deela tiyenne... Me moda haraki langadee ma me rata winasha karala daai,negative
14,maranthika wasangatha kaale komis ganna wada karana hathikare. 69 lakshe paw ane.,negative
15,okkoma hare muga hate balahan. katusso kapu puusak waga,negative
16,sunami adara walata mokada une kiyala ingreesiyen ahanne kohomada?,negative
17,Ubala okkoma horu thuuu withrakkk,negative
18,Onna ohomai uneykotinge jayagrahayata rani kiriella john ravi wajiramangala madduma bandarala thamai kotinta jaya denna anika sarath fonseykawa langa thiyana rajithala prabakaran mahaththaya kiyanawa phelatama hodai kuhakayo kawadawath jaya ganne nehe ounta ath wenne avichi maha narakadiya Go to hell apita kiyanna eththe ochcharai,negative
19,Weerasekaraya kohenda bn paath uneee,negative
20,ara pakshetai me pakshetai kade giyata awasanedi hireta bath eka hari aran yanna inne amma withary,negative
21,3n 2 ganna badurdeengei hakeemgei manthrila bagaddi sar epa wune nadda?,negative
22,Etakota fild Marshall sarath fonseka mukutma kare nadda?,negative
23,mewage dewal kiyana kalakannin ta daruwo kiyanne sampathk bawa notherena ekane pudume muge athdeka vinasha wenna one mewage amana katha liyana wata,negative
24,Kalakanni jvp paraya.yako kisima kenekta ohoma kiyanna epa. politics ube job eka. ipadenna enna podi daruwanta ohoma kiyanna epa. minissu wage wadagath deshapalanayak karapalla. Saththu wenna epa,negative
25,Nodakin kalakanni hathta thopita daruwo nada yako,negative
26,Palayan ban pariwakin boru pada sho noda,negative
27,Oya akarshana deela janathawa ayith mula karanna bariwewi janthawa awadthawa enathek iwasawi,negative
28,koi tharam respect porak unath deshapalanaya idiriye chartar wenna loku welawak yanne na..,negative
29,sudu kodi kiyala hamudawa pawala dunna..dan lajja nathuwa badudin rakinnath enawa..mu nam kalawaddekma thama..neddakin..mu maha loku arakshakaya amati kale 97 parak kiyalama bombath gahala giya,negative
30,wedak na bro. me 225 innakan me rata jeewitheta goda enne na. Thiththa unath eththa eka,negative
31,oya wade hari kiyanawa newe..ehema baluwoth meyata kalin parlimenthuwe un tika hire danna ona neda dimuwo,negative
32,oyawage horunta awurudu 70k thisse rawaten gon buru minissunta thama nadu dala ula indanna one,negative
33,e koi paatath ekai bro. Rathu nil kola kaha me koi Patin awath me 225 yaluwo bro. Un innakan apita wenne hemadama hure dala chande deela anthimata hoollanna,negative
34,Hiway hadanne jeewath wenna bari asarana minissunta inna thanak dipallako parawal kannada thiyana ewa madida,negative
35,mulinma inna eka dakkama aye katha karanna deyak na,negative
36,Okkata aachara patama dunnu ekka kowda? Genapu thel tika vakkarala ookava gini thiyanda vatinava okkagey kathavata moosala thirisana,negative
37,kiyala wadak na deshapalana paliganeem.ha irisiyawa,negative
38,Me oyala apata kanna den neneda karunakarala denwath lockdown krla rata berala denna,negative
39,5000 on time vatenava vage. duppath minissunta thamai ekath hariyata naththe..,negative
40,Karunata kade yana ekek fonsekata baninawa puken hinaa,negative
41,matanan deshapalana un dakiddi le kopa wenawa...,negative
42,nisi kalata theendu theerana gatha nohaki palakayan bihiweema rate janathawage awasanawak,negative
43,ethakota rajayen kiyanne..ispirithala hadanawa andan hadanawa..hadisi thathwekata muna denna sudanam kiyala..borune kiyanne..aththa kiyanawanam minissu meeta wada parissan wei,negative
44,Hamudapathi thuma boru kiyanawa camp wala hotal wala adan thyanawa kiyala leddu bara gannawa kiyala,negative
45,Hena walin berenda beriwei.,negative
46,ado mokada e boru news dala rata apakeerthiyata pathkarana ngo dolar kukka,negative
47,Koheta liwwath wadak na anthimata rajapakshawaru chineta vikunanawane,negative
48,Tho pu...dena anduwata denwath aththa kiyanna kiyapiya api thamai hodatama kare kiya kiya he....nethuwa,negative
49,Ubala kade yanne minisunge salliwalin sohon hadapu ewuntane..ungen mehema ewa balaporotthu wenta baha,negative
50,Mun rajathanthrika kenekuta diya uthu araksawa danne nathi moda harak.oya sjb jeppoge mole tharama.yahapalana anduwa kale awa un giye pain wenna athi. apita mathakai un eke un uthurata aran giya hati.,negative
51,Mole thiyenne 3% kiyanna eka edath adath oppu wenawa,negative
52,Lockdown nokara monawa kalath me sare nam goda yannama ba,negative
53,wade awul wenna kalin neda oba thumalata theerana ganna thibune???dan ragapala wadak thiyenawada,negative
54,Naha kissi prasnayak naha habai bandagaraya hiswela,negative
55,mona palakayoda me.rate minissunta waha kanna dila gajamithuru set eka nadaththu karanawa,negative
56,ai bn me rate rajya yanthranaya karanna ona ewa hamudapathi ge aga udata dala palakayo atha pihadaganne,negative
57,samaharak pinata anduwen padi ganna nikan kaka bibi kale gewana unta lockdown jolly unata eda wela hoyan kana thamange deyak karala jeewath wena minissunta jolly naha,negative
58,sathi dekak rata wahuwoth arthike iwaray ekata palakayo asiyawe dana kuwerayo. rogaya mardanaya nokara adan wardanaya karanawa,negative
59,Kattiyata salli deelada bn mekata hoda comments dammanne,negative
60,Onna Jeppo titakai Booru putha ge set ekatai hombata dekak anala pattatakata karamu ayyee,negative
61,wihiluwak wennathuwa inna try karanna...chandaya bhawitha krapu apith obathuma gana kalakirila inne,negative
62,Amathi. Thumani. Rohalata. Eco. Macin. Akak. Labadenawanam. Godak. Pin,negative
63,joke film ekak balanawa mita wada hodai,negative
64,Api niwasa nayak illala dan masa ganak giya tawame na,negative
65,surangana katha tikak ahaganna puluwan,negative
66,Muta samanya denimawath nehene mehema untada mewa denne,negative
67,kattiyagema wal baila ahala epa wela thiyenne..parlimenthuweth maragena TV ekatath awith mara gannawa,negative
68,Mallita dila paduwe karanna giyanam narakada ranila wage elonakm inne nethiwa,negative
69,deshapalana wiwada yanu thamange aandu kalaye waradi thawath kalayaka wipashaye sita sadaaranaya karana hora thakkadiyange sonduru nawathampalayi api therum gena sitimu,negative
70,deshapalane nokara amathikama karanawa nam wadagath kamak penawa nattan kata ariya gaman nugath gonkama penawa,negative
71,ratawiruwo kiyala label gahala. korona welawe nirodayata dawasata rupiyal 6000 ta wada gatta,negative
72,aanduwa hadala wadak naha mahaththayo..hoda ratak hadanne nathuwa,negative
73,me hayya okkoma aran ratath hadanna puluwan nam hodai neda,negative
74,Prasanna Ranaweera Oya tikak Sanwara unoth hondai parliament aka athule.....,negative
75,Awasya wanne andu hadana un nowa rata hada jathiya beraganna saha deshapalana horungen rata gawana ayai..Awrudu 72 k kalakanni hadapu rata tamai me ituruwela tiyenne..,negative
76,Oya pattama lamayekuta denna sir.lajjai,negative
77,boru kaiwaru epa. owa hodai minissu baya karanna...basil idala nemeda kalin peradune?Owa kiwwama minissu hithanne wena kawruth ne kiyala...patta marketing thama ithin.,negative
78,Eka thamai kiwwe lockdown karanna kiyala...Dan illagena Kala inne,negative
79,aanduwak haduwata wadak naa minissunta inna surakshitha nayanathi ratak hadanne nathuwa,negative
80,unge daruwantath me rata nathi wunata aulak na jarawa kala aththe parampara ganakata athiwennama,negative
81,Mehema weddo innawanam ay ugaththu rata dala gihin wenaratawal diyunu karanna yanne.Meyala hithanne eyala nethinam lankawa zero kiyala.wena kenekuta udata Enna denna balanna .,negative
82,Thawath humthak kiyanwa,negative
83,parlimenthuwa masayak wahuwoth e salliwalin...ekko kiyala wadak na,negative
84,uba wage manussa jeevitha wa watina kama danne nathi ballo mama dakkamai ubata lamai nadda,negative
85,Ownwa allala kanna bonna nathiwa kuudu karanna okne,negative
86,sajith gon katha kiya kiya innawa rathatha hina ghuwath kamak ne miwage vipathak lankawatha.vila tiyeddi pisapalani magulin wedak ne hemoma shayogen ratha bira ganna oni vipasse karanne anduvi weradi kiya kiya uduburulanna vitharay,negative
87,awurudu kale natanna thiyana keli okkoma natala meke comment karanne sudana pakeerla wage,negative
88,Edan neweyi den pettithamo hadann wenne.oy okkma kalin karanm den edan hadann one kiyla therennedda,negative
89,Hmboyo oba innawanm inna tenaka kata wahagena edapan,negative
90,comment dakkama therenawa 225ma witharak neme awula kiyala,negative
91,mechchara kalekata icu adan 700yi hitapu aandu dan aandu apata dila thiyenne...dan minissunge sahana pathanna wela..hora kapu ewagen minissunta oni deyak karanan ada mehema wenne na,negative
92,Rate samahara un nikan kanna bonnaa balan iddi rate palakayoooo ekkamaa witharak diyunu karanna puluwan wey kiyalaa hithanawadaaaa...issellaaaa negitalaa weda karalaa hambaa karannaa purudu weyallaaa..ethakotaa rataa nikanmaaa godaa yanawa,negative
93,Me janadipathith pana madi wage dadi teerana ganna,negative
94,YANAVA BALANAVA KRAMA SAHA VIDI GENA KIYAVENAVA. VESSA GAMAN NEVATHA YATA VENAVA MOKADA AMKATHITHUMO MEHEMA VENNE,negative
95,Dimuwa wage third class GU kana pol kudu higanna ethin swamiyage 5000 kikaru wenna epai.nethnam okage paulama badaginne.,negative
96,wayase weradda mahallo rata palanaya karanakota oya wage mole nati mari moda kata balaporthtu wanna,negative
97,Mole tyna minissu mole nathi harak dinewwama ohoma wenva ithn. Krann deyak na,negative
98,Naki hampadayanwa parliament yawapu mee harak...,negative
99,rate palakayan desa balu wita janathawa gana da therum gatha hakiya,negative
100,Kavda muta porak kiyana gobbaya,negative
101,Ubala wage tamai etin salli wenuwen one deyak karanwa,negative
102,korai owa men kiyala deshapalakayone,negative
103,Janathawata kiyana de sar danne nedda?? issara siranam paththaren hari denagaththa,negative
104,dan yudde gana hamadama katha kara kara inne nathiwa rate dan thiyana dewal walata wisadum sewwa nam hodai neda uncle,negative
105,niyama nayakaya tawa tieka dawasakien.oyala diewyaloka yawanawalu,negative
106,Janathava duppath vena tharamata desapalakayanta sepa Vadi,negative
107,gon heththak inne.......anith un duk widino mun hinda,negative
108,mokut kiyann ba bng giyasare dammikyata kiyala report gahala acc ek beragatte bohoma amareuwen budu report togayak gahala tibbe,negative
109,eka hdai penawane 72k thisse thama sanwardhanaya wenawa,negative
110,dakmak thibiya yuthui. api thama hodata kore gawata wadak na,negative
111,minissu higa kanawa inda niwasak na bonda watura tikakna ahasa usata jeewana bara horakanda parawal hadanawa.,negative
112,Nandasenaya awata passe payakata naya koti 25i... awlak na ubala kala adala innet ewain ne,negative
113,mewa ethanol joniyage salli nowe rate ahinsaka minissunge lunu ate parippu ateta badu gahala ekathu karapu salli.mokada uge salli walin page karayo wikununata rata gana hithana minissu wikinenna,negative
114,ow wathura galuwama parawal ona rataka kadenawa...wenasa e ratawal wathura bassa kshanikawa para hadanawa..api ilaga chande enakn balan innawa,negative
115,Ehenam ubala kohomada sepa vidinne American politician latath wada..,negative
116,ithin yako mokatada oya election eka thibbe. oka notiya mutama oka dila thibbanam okata giya wiyadamath ithuruine. neddakin,negative
117,Pissu kwadwath eahma kranna nha,negative
118,mun kanne cricket kiyala mathakweddi sathuta wadikamata bat eke mita kawa,negative
119,Buru katha nokiya gedara idan karanna puluwan rajaye job kiyak thiyanawada hoyala kiyapan.gon nandeta kade gihillama buruwek wela mu,negative
120,adyapanaya mokatada harak palanaya karanna,negative
121,ai oye lankawe nemeida inne..danne nadda me vaccine ekath dana adunumkam walata gassala denawa kiyala,negative
122,angoda inna one manasika leddu ape rate gon harakunge waradin inne kabinat eke,negative
123,Mun okkoma yaluwo malli,negative
124,me udagu palakayanta me rata thibena thathwayen goda ganeemata kisidu wadapiliwelak naha..,negative
125,ane uba danna malahathillawwak naha ballo,negative
126,mun pathwunath ekai nathath ekai wenasak nane.oya thanathuru tika dipiyaw gowiyanta,negative
127,Ara tsunami yata giya relparath standad ekata hadala nadda koheda tsunami yata parawal kiyak giyada mun dakke nadda dan na,negative
128,Minissu marenakamdainne mafam,negative
129,Owa kiyana katwal kapiyau rata kapu jara minissu,negative
130,Mekige bella mirikanna one,negative
131,Okawa hitiyanam melahakata marana 50000 vithara wela,negative
132,rate ahinsaka janathawata pilika hadila dukwidala malath kamak naha meyalata company posath karala. janathawata kiyan mona jathiwalada pilika karaka thiyenne kiyala,negative
133,Me wage unta thamai Corona hadila marenna oni,negative
134,Mun dana kuwerayan rata duppath,negative
135,janathawage depala hora kana un echchara ikmanata marenawanam rajapakshala paramparawa nathiwela godak kal wenawa,negative
136,meya hithagena inne thamath eya amathi kenek kiyala. e asaneepeta gahanna vakseen ekak nadda?,negative
137,rate depala wikunanne na kiyala sir la awa. ko nawaththuwada,negative
138,Muwa aran yanna barida hangapu mona hari hoyanna kaalakanni musalaya,negative
139,Patta huttiyo..thopi nisa tamai rata ballata gihin tiyenne.mata ahu unit thowa kapala maranawa belli,negative
140,ape chandadayakayo kiyana gobba marimol mati harakge prarathipala thama oya,negative
141,duppath une thopi horaa kaapu nisa.,negative
142,ko ban ithin owa karapu unta wiruddawa gaththu piyawara nikan minihek horen badaginnata pol gediyak horen kaduwath masa ganan hire dana rate meyala ohoma karala thama nidahase innawane ko ara kiyapu eka ratak eka nithiyak kiyapu eka,negative
143,dayage pakko ekata baninneth janadhipathita kohomada wahalkama,negative
144,awurudu 73 rata palanaya kare horu kandayam dekak,negative
145,Dan ethokota apeda waradda??Ai nithiya kriyathmaka karanne bari??Apida ethokota nithiya kriyathamaka karannath ona...Perahara giyata passe adum adala wadak naa...,negative
146,waradi karala nattan ai oya widihata baye hangenne,negative
147,meke nahayen adan nathuwa sirta kiyapan nadu dala ewa ganna kiyala..,negative
148,Patta horu bang samnya janathawage le ura bona satthu mung deshapalanayata enna pukath dei,negative
149,Ekanam saratama dila post eka damme moka inat maha gonek,negative
150,ochara dannawa nam okawa hire dannathuwa apita kiyala wadak na. horu allanna neda awe 69 chande dunna neda, dan korana ona apida,negative
