1,ugathun buddimathun goni gananin athi me samajaya thula oba wani nirmanasheelee daksha rijuwa ilakkayak kara gaman karana amathyawarayeku gana apata aththe nihathamani adambarayak saha wishwasayak,positive
2,piliwelakata karagena yana obe saukya arakshawa pilibanda wadapiliwela ithamath ageyi..sthuthiyi hadawathinma,positive
3,Mama obathumiyata 1994 Indan manapayak denne paakshika gaurawaya saha abhimaaya nisaie eeth kawadawath obathumiya munagehila kathakalla,udu illala nee, obathumiyata deergayu weewa,positive
4,oba niyama deshapalakayek.oba gamana yana widiya niwaradiyi.piliwelai.prasannai,positive
5,attatama amathi thumata labunu amathyanshaya merata karmantha karuwanta hoda shakthiyak wewi. memagin wideswalata yana mudal wishala lesa merata thula ithiri karagatha hakiyi. paramparika karmantha thawathawath diunu karannata shakthiya diriya labewa,positive
6,oba pragathishili deshapalakayek. hadawathin ma obata jaya pathami,positive
7,lokayama asarana wee sitina mohothaka kanthawak lesa oba dena nayakathwaya agaya karami,positive
8,deshiya arthikaya nanwaleemata oba darana uthsahaya sarthaka wana bawa mage wishwasayayi,positive
9,Sir obathumata dirgausha pathannemu,positive
10,Thanks you .. manthree thuma... Excellent explanation.. Please keep doing it... so we keep trust on you... and we admires the job you do in your ministry...,positive
11,Ahinsaka janathawage prayogika gatalu hndin awabodha karagana ..,thama wishaya pathaya thula kriyathmaka wena obathumata jayen jaya..,positive
12,oba tumiyata karanna puluwan de oba tumiya uparimayen karanawa oba tumiyata istuti,positive
13,obagen wiya yuthu yuthukam niwaradiwa itukireema gana sathutui..,positive
14,janathawa samaga sitina janatha apeksha hadunana obathumata mage upaharaya..,positive
15,obage karunu idiripath kireema itha usas mattamin sidukala,positive
16,Mata puluwanda oba thumiya samaga onama nalikawaka viurtha sanwadayak pawth wanta,positive
17,ape amathi thumata budu saranayi siyalu dewiyangema pihitai me karana sewayata,positive
18,Budusaranai nawa adasvalata sudapatum samaga saktiya labawa,positive
19,Kalaniya vidatha sampath maddayas tanayat loku sewayak kala viwasayaka apita,positive
20,Theruwansaranai obathumata,positive
21,obathumage wada piliwelata sahayak wenna wagema api ape hithawathun wasa wisa kana eken loha warga shareerayata daganneka nawaththanna me para awuruddata thagi dunne gewalwalata aran giye mati athili,positive
22,kohomada meyage wada okkoma hina una dan lankawe prasiddha wadipura wadak kala amathithuma una thamanta dena wade nisiparidi kala yuthuyi. adarshaya eyayi,positive
23,mama kamathima charithayak sir oya,positive
24,Ada thamath e dawasa matakai.....Theruwansaranai obathumataAPI bukthi wedina me nidahasa gana kawara kathada....biyen shaken Thora ratak dun oba samata dhaswarayak adaraniyawa shipath karanawa....,positive
25,niyameta wade una..thawa thawath mewani wada satahan sarthakawa kireemata hakiwewa. jayawewa,positive
26,kamkaru dinayehi pamanak nowa dina 365ma janathawa wenuwenma katayuthu karana nayakaya,positive
27,oba ithamath hodin wiwadayata muhuna dena athara oba apa anduwe wishwasawanthama kapaweema uparimayen karana amathiwarayek bawa danimu. jaya shri,positive
28,Obatath ratatath Jaya wewaa!,positive
29,amathithumani obata jaya,positive
30,obathuma yana gamana thawa thawath shakthimath wa idiriyata yamata wasanawa labewa kiyala prarthana karanawa,positive
31,Ahinsaka janathawage prayogika gatalu hndin awabodha karagana ..,thama wishaya pathaya thula kriyathmaka wena obathumata jayen jaya..,positive
32,yodashakthiya dairya labewai kalani mahajanathawage ashirwadaya kalani bosamindu pihitai amathyathumani,positive
33,oba labu chanda balaya oba apathe noya gamanak yamata uthsaha karana bawa manawa pahadili we namuth obage uthsahayata abhiyoga paminenu atha,positive
34,pohottuwe maha mola karu obathumata suba upandinayak wewa,positive
35,Obawani nauakaing ratakata lokusampath,positive
36,Wijedasa hoda kebek hambantota cas ekata naduth damma,positive
37,gramasewaka unata kohomada dakma..oya dakma dabulla market ekata thibunanam kohomada rajya adayama..wishishtai hitapu janapathithumani,positive
38,rata beraganeemata haki siyalu de karanna api oba samagai. theruwan saranai,positive
39,obathuma garu adhikaranayata gos ape rata wenuwen mekarana sewayata isthuthi obata chandayadun janathawata meyin yahapathak kala kiyala api hithanawa,positive
40,dura dakina obathumata ape gaurawaya,positive
41,me horu panna hari widihata rata godanageemata obathumanta shakthiya dairya labewa,positive
42,garu wijedasa mathiduni oba thuman edath sathyayata hisa namuwe. adath obaesemayi. oba thumanta jayen jaya,positive
43,Aanduwe inna kondak thiyana ekama miniha. Obathumata jayawewa,positive
44,jaya wewa yugaye awashyathawaya oba wage ugathun buddimathun misa puhu atopa manda buddikayan nowe,positive
45,budu saranayi sir. mewan da idiriyatath karagena yamata oba thuman hata theruwan ashirwadaya saha kayika manasika suwaya labewa,positive
46,api dannawa oba kisida balayata ho dhanayata perethayeku nowana bawa. e nisama thamai api oba samanga nithara sitinne. api obathumagen balaporoththu wana ekama deya yukthiya saha sadharanaya itukireema pamani. obata sthuthiyi,positive
47,oba thuma prakasha karapu hamadeyakma aththa. man hadawathinma kamathiyi oba thuma wage kenek rate janadhipathi wenawata,positive
48,Budusaranai nawa adasvalata sudapatum samaga saktiya labawa,positive
49,obathuma ratata pamanak nowa lowatama sampathaki.hadawathata ekangawa jeewathwana minisum adu lowe obathuma shreshta miniseki,positive
50,janadhipathi kamata ithamath sudusu ayeki. methuma e sandaha idiripath wanne nam siyalu denagema sahayogaya labenu atha.,positive
51,nidahas adhyapanaya rakagatha yuththe aydayi oba arthawath karai.ratata awanka mehewarak kireemata shakthiya ha balaya labewai pathami,positive
52,mage mathru bhumiye wada karana aadaraneya janathawata jaya wewa,positive
53,oba wani ugathun ape mathru bhumiyata wasanawak..oba thumata theruwan saranayi,positive
54,baiyo toiyo jeppo kiya kauruth natha. e apima ape wahalkama nisa apitama alwagath lebalayak. oba niwahal wanna. nidahas pudgalayaku lesa rata saha obeth obe daruwageth anagathaya wenuwen obe chandaya sudusu pudgalayekuta denna.pakshayakata nowe.oba chandaya diya yuthu sudusu pudgalayatai,positive
55,nam gahili na. sadda na. kaiwaru na himita athyawashya wada,positive
56,rata parihaniya kara piya nagana welawaka rata wenuwen oba thumagath theeranaya agaya karami. obata saha ratata jaya.,positive
57,nihada nayakaya obai adatath minis hadathula sitina,positive
58,wipakshaye niyama wadak. niyamai SJB,positive
59,ahinsaka wakugadu rogin wenuwen idikarana lada wakugadu rohalama athi obathumata. ikmanin ehi katayuthu arambhayata awashya katayuthu pelagaswannatath nayakathwaya ganna lesa illami,positive
60,sinhala jathiya konda kelin thabagena sitinne oba thumage nayakathwaya nisai,positive
61,ethuma thamange jeewithayata wada rajakariya uthumkota salakapu kenek. ewani aya itha durlabayi. ethumananta niwansuwa ath wewa,positive
62,hamadama agama issarahata dagena jathiwadaya awussala minissu marewwa,negative
63,jathiye pranamaya himiwiya yuthuyi. ethumata niwan sapa labewa,positive
64,desha palana paksha pata kumak wuwath oba thumage samahara gathi guna aadarshamath. piyaneni suba aluth awuruddak,positive
65,korona wasangathaya hamuwe nosali thama rajakari itukaranu labana wada karana panthiye saba wiruwanta uththamacharaya,positive
66,ape nayakathuma athulu pawule siyaluma denata labuwa nawa wasata siyaluma balporoththu ituwana wasanawantha wasarak wewa,positive
67,rate mathu anagathaya wenuwen sudusu awasthawedi theerana gath oba thumanta mage pranamaya,positive
68,dakmak athi 2025 ape niyatha janapathi garu wijedasa mathithumani jaya sri,positive
69,Garu agamathi thumage kriyakari deshapalalana jeevitayama janatha sevayata kapa Kara hamarae.dalada samidu pihitae,positive
70,angasampurna wakugadu rohalak hada mahajanathawata kala sewaya. rasayanika beheth pohoro palanya kireema me wage uthum dewal karapu oba thumata suba anagathayak,positive
71,gammak thama bro. sir ta wada oya gamma,positive
72,pampori nathi. nahayen adannathi nihada minisa,positive
73,e adaraya nirahankarakama saralakama hamadetama wada e sinahawath ekka thibuna manussakama as deken dakala thiyenawa. oba depalata niduk nirogi dheergayu wewai hadawathinma suba pathanawa,positive
74,kohoma wethath me manussaya wadagath sewayak polonnaruwata karala thiyenawa,positive
75,obathuma rate anagathaya bara gatha yuthu nayakathwayak. gotabaya janadhipathi thumangen pasu kisidu pakshayaka nayakathwayak penna na.,positive
76,awanka nihathamanee minissu hadunaganna owun perata ayuthumayi,positive
77,obathumiyage sewayata api garukarannemu,positive
78,pasku praharaya wela minissu siya ganak marunama hina wewi madya sakachja thiyapu amathi kenek hitapu rate janathawa wenuwen seth patha pirith pan ihapu oba apita uthum,positive
79,mona adupaduwa thibunath ratata parisarayata adare karapu mahathmayek,positive
80,pakshaya adala nathi hari paththe hita ganna kondak thiyena manusayek. aluth gamanak yana hoda pasu pelak nirmaya karanna. jaya,positive
81,Oba tumata dirgayusa suda patum . Ati garu agamati tumani. Jesu phitay.,positive
82,kawuru monawa kiwwath obathumiya yana gamana niwaradiyi rata wenuwen me welawe kala yuthu de karanna obathumiyata saman dewi pihitayi,positive
83,obathumiyata waradinne natha. palamu korona kalaya sema deweni waratath nagi sitinna. jaya wasanawa prarthana karami,positive
84,oba awanka charithayak. api obathuma gana boho de dannawa. aniwaryenma. oba ilaga janadhipathi wanna awasthawa sadaha sudanam wanne nam obata ape siyaluma sahayath rate janathawa obata sahaya dakwanawa aniwaryenma. dan hodatama athi 212 elawanna kalayayi lankawe tharuna tharuniyanta mewan awadhiyak uda karanne nam owun lada wasanawayi.,positive
85,methuma aththatama ratata janathawata adaraya kala karana horakama nathi ayek,positive
86,obathuma tharam sri lanka nidahas pakshaya shakthimath kala wena nayakayek na,positive
87,ma dutu awanka ha winayagarukama janadipathi. me wage janadipathi kenek aya kawamadakawath bihi wenne na bihi wuneth na. mohuge age thereyi thawa nobo kalayakin,positive
88,gamana subai jaya niyathai ape janadipathithumani jaela asanaye api nithathinma oba samagayi,positive
89,kumana gatalu thibunada bhashanaye nidahasa hodinma laba dun ekama nayakaya,positive
90,jayawewa janapathiduni mulu ratema janathawata obawa awashyayi,positive
91,ape adaraneeya pakshaye nayakayaneni rate anagathaya oba depala samaga peratama,positive
92,monawa kiwath oba manawayata age athi de kala nayakayek. uthurumada piripahadu jala wyapruthin. anuradhapura wakugadu ekakaya. polonnaruwa wakugadu rohala. sinharaja gasat pathraya ratata dayada kala amila wasthun. thawa athi mathaka na,positive
93,ape kalaye wihara mahadewi moka monawa kiwwath oba thumiyata nosali idiriyata yanna budu saranayi,positive
94,aai aswahak katawahak na siriyawantha joduwa.polonnaruwe minissu adatath obe hoda kiyanawa,positive
95,2015 di obata dun chandaya gana adatath adambara wemi,positive
96,wahal bhawayen sri lanka nidahas pakshaya bera gath niwahal nayaka thumani janathawa oba samagai,positive
97,obathuma mawubimata ratata jathiyata gahakola satha siwupata adare jathika nayakayeku bawa pahadiliwama kiyanna puluwan janadhipathi thumek.,positive
98,jara deshapalana gohoruwe wadagathkama thiyagena hitapu ekama nayakathuma oba depalata theruwan saranayi,positive
99,kaurun kese kiwath sathya washayen parisarayata adaraya kala jana nayakaya oba ma pamani,positive
100,oba thumata bohoma sthuthiyi. api wenuwen punchi satahanak thabuwata,positive
101,andu pakshaye inda anduwema waradi walata konda pana athiwa nirbheethawa handa nagana obathuma gana adambarayi,positive
102,theruwan saranayi. dirgayusha labewa. obathuma sambuddha shasanaye diyunuwata kala sewaya lakdiwa bududahama nathiwunath pawatheewi,positive
103,obathuma tharam kelin theerana gath nayakayek thawamath na idiriyedith na kiyala me wenakota pennum kara hamarai,positive
104,hewahata wishala mehewarak kala jana nayakathwaya,positive
105,madya nidahase saha bhashanaye swarnamaya yugaya obe yugayayi,positive
106,parisarakamee parisaraya rakaganeemata katayuthu kala obathumata theruwan saranayi jayawewa,positive
107,manushyathwayen piri saba jananayakayanani obata thuthi,positive
108,mage lankawata jaya wewa,positive
109,MAITHRIPALA mathiduna oba thuma wadi karapu kamkaru padiya Lanka ethihasa RAN AKURIN LIYAWEVI A warthawa kadanna puluwan obata ma pamani obata DIRGAU,positive
110,madhya nidahasa labadun janadhipathiwaraya lesa obathumama e dawasa sihikaramin satahanak thabeema apurui.,positive
111,Ape uththamacharaya api mese puda karamu Mr Fonseka obathumata jayawewa,positive
112,sri lankawatath obathumawa awashyama mohothak. nawa jeewayak panak denna atha ussala karakila,positive
113,parakramabahu rajathumagen pasuwa polonnaruwata nawa jeewayak laba dun obathumata godak pin,positive
114,theruwan saranai obata garu amathithuma oba wani minisun ratatath apitath sampathaki jayawewa siyaluma balaporoththu ituwe jayawewa jayawewa,positive
115,athalossak unath obathuma kere aseemitha adarayak dakwanne e nisai sir obata budu saranai,positive
116,obathuma rata baragena karanna budu saranayi yahapathakma wewa,positive
117,obathumage kale thamai madya nidahasa uparimayen thibune. sthuthiyi,positive
118,kuriru yuddhaya nimawana awasthawedi merata wadabalana arakshaka amathyawaraya lesa katayuthu kala obathumatath gaurawaneeya sthuthiya puda karami,positive
119,parisara hithathi hoda barakaruwek. name arthayenma sithiwili hoda pinaththek,positive
120,ratata minissunta adare karana nayakayek washayen 2015 kala wiplawaya ha samana. ita wada yahapath prathirupa deshayak goda nagannata shakthiya dhairya labewa,positive
121,chiran jayathu nayakayanani,positive
122,monawa nathath kapakireema agayanawa me yuddaya awasan kireema udesa,positive
123,ethuma.thamai nuthana dutugamunu kawadahari lankawa eksesath karana nayakaya. hadawathinma suba pathanawa ethumata,positive
124,kotharam ninda apahasa mada gahuwath upekshawen e siyallata muhuna dun ape nayakathwaya.jayawewa.,positive
125,me wana parisara winashayata erehiwa nagi sitimata obatumata shakthiya labewa,positive
126,obathuma wasen wisen apiwa bera ganna uthsaha kala ekama hoda anagatha yojanayak,positive
127,theruwan saranayi siyalu prarthanawan ituwena janathawage balaporoththu thawa thawath itukaranna shakthiya wasanawa labena suba aluth awuruddak wewa,positive
128,sirimawo mathiniyagen passe obathuma wa pamanayi loka nayakathwayen piligaththe,positive
129,mona unath anith ammandila tika ekka baluwama oba thumata inne biridak newe wasthuwak,positive
130,mama oba thumage parisara prathipaththiyata kawadath garu karami,positive
131,wachanaye parisamaptha arthayenma athigaru janadhipathithuma lesa oba handinwiya hakiya,positive
132,lokka mona wunath parisareta adare kala. respect,positive
133,suba aluth awuruddak wewa. amathithuma pathwunama mati amathi kiyala obathumata madagahapu unma ada gaurawa karana eka gana sathutui,positive
134,obathuma sinharaja wanantharaya wishalakarala gasat karapu eka wishala pinak,positive
135,iitath wada ingreesi anduwa wisin deshadroheen karapu weerayanta nisi watinakamak labadeemada agaya karami,positive
136,monawa nokalath obathuma parisaraya nam araksha kala,positive
137,kauru monawa kiwwath obathuma asarthaka nayakayek kiya ma nosithami,positive
138,Suba upan dinayak wewa oba thumiyata,positive
139,next time obatumata chande denwa, rajapakshala epa , gon putanoth epa,positive
140,mawbima dinewa wadath niwaradi minissu asurata labewa budu,positive
141,thunkal dutu apage piyanani me kusala karmayama athi niwan dakeemata,positive
142,obathuman ge idiri deshapalana jeewithayata jaya niyathayi samastha lanka swayan rakiya samithi sammelanaye suba pathum,positive
143,mona unat oba ratata agamata anagatheta wadak kala kiyala danno ,positive
144,Sebe desappremiyeki oba...eya ma hodinma danna karunaki.rate kisiwak wikinimata oba ekanga uye matha.ewakata hitapu agamathige kakulen adimath,ohu andu pakshe indan wipakshaye uwamana itu karapu hatith,apata thaama hondata mathakai,positive
145,kata kohomaunath manussakama danna dennek madam godak hoda kenek,positive
146,ratata awasi ape kalaye nayakayano obata jaya sri ma bo samidu pihitayi arakshawayi,positive
147,e athin nam oya great wilpaththuwa kapana eka nawaththaganna bari wunata aduma gane wananthara tika parissam karanna adala gasat tika hari gahuwane,positive
148,rewatunu minisunnta den tika tika theremin pawathi.Saththya jayagani.Jayawewaaa.Budusaranai,positive
149,me rata karapu janadhipathi warungen parisaraya ganath manawa wargaya ganath mul kota salaka kriya kala adarshamath rajya nayakaya obai. anna ekai api obathumata adare,positive
150,samastha manawa wargayage sita satha siwpawun athulu mulu mahath wananthara paddathiya udesa kapawu saba jana nayakaya obayi,positive
